SDS 2.3 RQ Results	1.2
Filename	115A.sdm
Assay Type	RQ Study
EmbeddedFile	B06-12414-A
Run DateTime	Mon May 25 12:57:14 GMT 2009
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
1	Analyzed	MammU6-4395470	B06-12414-A	Endogenous Control	20.184					false	0/4	false				
2	Analyzed	RNU44-4373384	B06-12414-A	Target	24.273	4.089		0.000	1.000	false	0/1	false				
3	Analyzed	RNU48-4373383	B06-12414-A	Target	23.992	3.809		0.000	1.000	false	0/1	false				
4	Analyzed	ath-miR159a-4373390	B06-12414-A	Target	40.000	19.816				false	0/1	false				
5	Analyzed	has-miR-155-4395459	B06-12414-A	Target	40.000	19.816				false	0/1	false				
6	Analyzed	hsa-let-7a-4373169	B06-12414-A	Target	27.121	6.938		0.000	1.000	false	0/1	false				
7	Analyzed	hsa-let-7b-4395446	B06-12414-A	Target	24.821	4.637		0.000	1.000	false	0/1	false				
8	Analyzed	hsa-let-7c-4373167	B06-12414-A	Target	29.061	8.877		0.000	1.000	false	0/1	false				
9	Analyzed	hsa-let-7d-4395394	B06-12414-A	Target	27.211	7.027		0.000	1.000	false	0/1	false				
10	Analyzed	hsa-let-7e-4395517	B06-12414-A	Target	24.771	4.587		0.000	1.000	false	0/1	false				
11	Analyzed	hsa-let-7f-4373164	B06-12414-A	Target	31.027	10.843		0.000	1.000	false	0/1	false				
12	Analyzed	hsa-let-7g-4395393	B06-12414-A	Target	27.038	6.854		0.000	1.000	false	0/1	false				
13	Analyzed	hsa-miR-1-4395333	B06-12414-A	Target	40.000	19.816				false	0/1	false				
14	Analyzed	hsa-miR-100-4373160	B06-12414-A	Target	26.681	6.498		0.000	1.000	false	0/1	false				
15	Analyzed	hsa-miR-101-4395364	B06-12414-A	Target	32.401	12.218		0.000	1.000	false	0/1	false				
16	Analyzed	hsa-miR-103-4373158	B06-12414-A	Target	28.985	8.801		0.000	1.000	false	0/1	false				
17	Analyzed	hsa-miR-105-4395278	B06-12414-A	Target	37.524	17.340		0.000	1.000	false	0/1	false				
18	Analyzed	hsa-miR-106a-4395280	B06-12414-A	Target	23.219	3.035		0.000	1.000	false	0/1	false				
19	Analyzed	hsa-miR-106b-4373155	B06-12414-A	Target	27.145	6.961		0.000	1.000	false	0/1	false				
20	Analyzed	hsa-miR-107-4373154	B06-12414-A	Target	33.895	13.711		0.000	1.000	false	0/1	false				
21	Analyzed	hsa-miR-10a-4373153	B06-12414-A	Target	29.420	9.237		0.000	1.000	false	0/1	false				
22	Analyzed	hsa-miR-10b-4395329	B06-12414-A	Target	33.396	13.212		0.000	1.000	false	0/1	false				
23	Analyzed	hsa-miR-122-4395356	B06-12414-A	Target	40.000	19.816				false	0/1	false				
24	Analyzed	hsa-miR-124-4373295	B06-12414-A	Target	31.624	11.441		0.000	1.000	false	0/1	false				
25	Analyzed	hsa-miR-125a-3p-4395310	B06-12414-A	Target	33.967	13.784		0.000	1.000	false	0/1	false				
26	Analyzed	hsa-miR-125a-5p-4395309	B06-12414-A	Target	28.726	8.542		0.000	1.000	false	0/1	false				
27	Analyzed	hsa-miR-125b-4373148	B06-12414-A	Target	27.068	6.885		0.000	1.000	false	0/1	false				
28	Analyzed	hsa-miR-126-4395339	B06-12414-A	Target	24.053	3.870		0.000	1.000	false	0/1	false				
29	Analyzed	hsa-miR-127-3p-4373147	B06-12414-A	Target	29.171	8.987		0.000	1.000	false	0/1	false				
30	Analyzed	hsa-miR-127-5p-4395340	B06-12414-A	Target	40.000	19.816				false	0/1	false				
31	Analyzed	hsa-miR-128-4395327	B06-12414-A	Target	30.598	10.414		0.000	1.000	false	0/1	false				
32	Analyzed	hsa-miR-129-3p-4373297	B06-12414-A	Target	31.999	11.816		0.000	1.000	false	0/1	false				
