SDS 2.3 RQ Results	1.2
Filename	123A.sdm
Assay Type	RQ Study
EmbeddedFile	B04-24322-A
Run DateTime	Mon Jun 01 12:19:04 GMT 2009
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
54	Analyzed	hsa-miR-146a-4373132	b04-24322-A	Target	24.707	4.017		0.000	1.000	false	0/1	false				
55	Analyzed	hsa-miR-146b-3p-4395472	b04-24322-A	Target	35.894	15.204		0.000	1.000	false	0/1	false				
56	Analyzed	hsa-miR-146b-5p-4373178	b04-24322-A	Target	25.622	4.932		0.000	1.000	false	0/1	false				
57	Analyzed	hsa-miR-147-4373131	b04-24322-A	Target	40.000	19.310				false	0/1	false				
58	Analyzed	hsa-miR-147b-4395373	b04-24322-A	Target	40.000	19.310				false	0/1	false				
59	Analyzed	hsa-miR-148a-4373130	b04-24322-A	Target	29.413	8.723		0.000	1.000	false	0/1	false				
60	Analyzed	hsa-miR-148b-4373129	b04-24322-A	Target	30.826	10.135		0.000	1.000	false	0/1	false				
61	Analyzed	hsa-miR-149-4395366	b04-24322-A	Target	25.303	4.613		0.000	1.000	false	0/1	false				
62	Analyzed	hsa-miR-150-4373127	b04-24322-A	Target	25.900	5.210		0.000	1.000	false	0/1	false				
63	Analyzed	hsa-miR-152-4395170	b04-24322-A	Target	28.202	7.512		0.000	1.000	false	0/1	false				
64	Analyzed	hsa-miR-153-4373305	b04-24322-A	Target	40.000	19.310				false	0/1	false				
65	Analyzed	hsa-miR-154-4373270	b04-24322-A	Target	40.000	19.310				false	0/1	false				
66	Analyzed	hsa-miR-15a-4373123	b04-24322-A	Target	34.429	13.739		0.000	1.000	false	0/1	false				
67	Analyzed	hsa-miR-15b-4373122	b04-24322-A	Target	27.657	6.967		0.000	1.000	false	0/1	false				
68	Analyzed	hsa-miR-16-4373121	b04-24322-A	Target	23.247	2.557		0.000	1.000	false	0/1	false				
69	Analyzed	hsa-miR-17-4395419	b04-24322-A	Target	23.508	2.818		0.000	1.000	false	0/1	false				
70	Analyzed	hsa-miR-181a-4373117	b04-24322-A	Target	30.310	9.620		0.000	1.000	false	0/1	false				
71	Analyzed	hsa-miR-181c-4373115	b04-24322-A	Target	35.492	14.802		0.000	1.000	false	0/1	false				
72	Analyzed	hsa-miR-182-4395445	b04-24322-A	Target	30.418	9.728		0.000	1.000	false	0/1	false				
73	Analyzed	hsa-miR-183-4395380	b04-24322-A	Target	30.863	10.173		0.000	1.000	false	0/1	false				
74	Analyzed	hsa-miR-184-4373113	b04-24322-A	Target	37.918	17.228		0.000	1.000	false	0/1	false				
75	Analyzed	hsa-miR-185-4395382	b04-24322-A	Target	30.305	9.615		0.000	1.000	false	0/1	false				
76	Analyzed	hsa-miR-186-4395396	b04-24322-A	Target	26.979	6.289		0.000	1.000	false	0/1	false				
77	Analyzed	hsa-miR-187-4373307	b04-24322-A	Target	40.000	19.310				false	0/1	false				
78	Analyzed	hsa-miR-188-3p-4395217	b04-24322-A	Target	40.000	19.310				false	0/1	false				
79	Analyzed	hsa-miR-18a-4395533	b04-24322-A	Target	29.963	9.273		0.000	1.000	false	0/1	false				
80	Analyzed	hsa-miR-18b-4395328	b04-24322-A	Target	40.000	19.310				false	0/1	false				
81	Analyzed	hsa-miR-190-4373110	b04-24322-A	Target	33.309	12.619		0.000	1.000	false	0/1	false				
82	Analyzed	hsa-miR-191-4395410	b04-24322-A	Target	23.223	2.533		0.000	1.000	false	0/1	false				
83	Analyzed	hsa-miR-192-4373108	b04-24322-A	Target	31.697	11.006		0.000	1.000	false	0/1	false				
84	Analyzed	hsa-miR-193a-3p-4395361	b04-24322-A	Target	35.578	14.888		0.000	1.000	false	0/1	false				
85	Analyzed	hsa-miR-193a-5p-4395392	b04-24322-A	Target	32.534	11.844		0.000	1.000	false	0/1	false				
86	Analyzed	hsa-miR-193b-4395478	b04-24322-A	Target	26.659	5.969		0.000	1.000	false	0/1	false				
87	Analyzed	hsa-miR-194-4373106	b04-24322-A	Target	33.566	12.876		0.000	1.000	false	0/1	false				
88	Analyzed	hsa-miR-195-4373105	b04-24322-A	Target	26.207	5.517		0.000	1.000	false	0/1	false				
89	Analyzed	hsa-miR-196b-4395326	b04-24322-A	Target	28.702	8.012		0.000	1.000	false	0/1	false				
90	Analyzed	hsa-miR-197-4373102	b04-24322-A	Target	29.763	9.073		0.000	1.000	false	0/1	false				
91	Analyzed	hsa-miR-198-4395384	b04-24322-A	Target	35.114	14.424		0.000	1.000	false	0/1	false				
92	Analyzed	hsa-miR-199a-3p-4395415	b04-24322-A	Target	25.313	4.623		0.000	1.000	false	0/1	false				
93	Analyzed	hsa-miR-199a-5p-4373272	b04-24322-A	Target	33.505	12.815		0.000	1.000	false	0/1	false				
94	Analyzed	hsa-miR-199b-5p-4373100	b04-24322-A	Target	33.571	12.881		0.000	1.000	false	0/1	false				
95	Analyzed	hsa-miR-19a-4373099	b04-24322-A	Target	27.144	6.454		0.000	1.000	false	0/1	false				
96	Analyzed	hsa-miR-19b-4373098	b04-24322-A	Target	24.875	4.185		0.000	1.000	false	0/1	false				
97	Analyzed	hsa-miR-200a-4378069	b04-24322-A	Target	25.739	5.049		0.000	1.000	false	0/1	false				
98	Analyzed	hsa-miR-200b-4395362	b04-24322-A	Target	22.977	2.287		0.000	1.000	false	0/1	false				
99	Analyzed	hsa-miR-200c-4395411	b04-24322-A	Target	24.376	3.686		0.000	1.000	false	0/1	false				
100	Analyzed	hsa-miR-202-4395474	b04-24322-A	Target	32.510	11.820		0.000	1.000	false	0/1	false				
101	Analyzed	hsa-miR-203-4373095	b04-24322-A	Target	26.297	5.607		0.000	1.000	false	0/1	false				
102	Analyzed	hsa-miR-204-4373094	b04-24322-A	Target	31.055	10.364		0.000	1.000	false	0/1	false				
103	Analyzed	hsa-miR-205-4373093	b04-24322-A	Target	24.786	4.096		0.000	1.000	false	0/1	false				
104	Analyzed	hsa-miR-208-4373091	b04-24322-A	Target	40.000	19.310				false	0/1	false				
105	Analyzed	hsa-miR-208b-4395401	b04-24322-A	Target	40.000	19.310				false	0/1	false				
106	Analyzed	hsa-miR-20a-4373286	b04-24322-A	Target	24.576	3.886		0.000	1.000	false	0/1	false				
107	Analyzed	hsa-miR-20b-4373263	b04-24322-A	Target	30.229	9.539		0.000	1.000	false	0/1	false				
108	Analyzed	hsa-miR-21-4373090	b04-24322-A	Target	24.286	3.596		0.000	1.000	false	0/1	false				
109	Analyzed	hsa-miR-210-4373089	b04-24322-A	Target	28.449	7.759		0.000	1.000	false	0/1	false				
110	Analyzed	hsa-miR-211-4373088	b04-24322-A	Target	37.481	16.791		0.000	1.000	false	0/1	false				
111	Analyzed	hsa-miR-212-4373087	b04-24322-A	Target	30.928	10.237		0.000	1.000	false	0/1	false				
