SDS 2.3 RQ Results	1.2
Filename	98A.sdm
Assay Type	RQ Study
EmbeddedFile	B05-14597-A
Run DateTime	Sun Apr 19 14:17:09 GMT 2009
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
82	Analyzed	hsa-miR-191-4395410	B05-14597-A	Target	24.041	3.215		0.000	1.000	false	0/1	false				
83	Analyzed	hsa-miR-192-4373108	B05-14597-A	Target	29.916	9.090		0.000	1.000	false	0/1	false				
84	Analyzed	hsa-miR-193a-3p-4395361	B05-14597-A	Target	34.210	13.384		0.000	1.000	false	0/1	false				
85	Analyzed	hsa-miR-193a-5p-4395392	B05-14597-A	Target	30.767	9.941		0.000	1.000	false	0/1	false				
86	Analyzed	hsa-miR-193b-4395478	B05-14597-A	Target	26.676	5.850		0.000	1.000	false	0/1	false				
87	Analyzed	hsa-miR-194-4373106	B05-14597-A	Target	30.815	9.989		0.000	1.000	false	0/1	false				
88	Analyzed	hsa-miR-195-4373105	B05-14597-A	Target	25.473	4.647		0.000	1.000	false	0/1	false				
89	Analyzed	hsa-miR-196b-4395326	B05-14597-A	Target	36.618	15.792		0.000	1.000	false	0/1	false				
90	Analyzed	hsa-miR-197-4373102	B05-14597-A	Target	29.775	8.949		0.000	1.000	false	0/1	false				
91	Analyzed	hsa-miR-198-4395384	B05-14597-A	Target	34.584	13.758		0.000	1.000	false	0/1	false				
92	Analyzed	hsa-miR-199a-3p-4395415	B05-14597-A	Target	24.296	3.470		0.000	1.000	false	0/1	false				
93	Analyzed	hsa-miR-199a-5p-4373272	B05-14597-A	Target	31.678	10.851		0.000	1.000	false	0/1	false				
94	Analyzed	hsa-miR-199b-5p-4373100	B05-14597-A	Target	33.533	12.706		0.000	1.000	false	0/1	false				
95	Analyzed	hsa-miR-19a-4373099	B05-14597-A	Target	28.124	7.298		0.000	1.000	false	0/1	false				
96	Analyzed	hsa-miR-19b-4373098	B05-14597-A	Target	24.441	3.614		0.000	1.000	false	0/1	false				
97	Analyzed	hsa-miR-200a-4378069	B05-14597-A	Target	26.497	5.671		0.000	1.000	false	0/1	false				
98	Analyzed	hsa-miR-200b-4395362	B05-14597-A	Target	24.632	3.805		0.000	1.000	false	0/1	false				
99	Analyzed	hsa-miR-200c-4395411	B05-14597-A	Target	22.828	2.002		0.000	1.000	false	0/1	false				
100	Analyzed	hsa-miR-202-4395474	B05-14597-A	Target	32.916	12.090		0.000	1.000	false	0/1	false				
101	Analyzed	hsa-miR-203-4373095	B05-14597-A	Target	25.573	4.746		0.000	1.000	false	0/1	false				
102	Analyzed	hsa-miR-204-4373094	B05-14597-A	Target	31.970	11.144		0.000	1.000	false	0/1	false				
103	Analyzed	hsa-miR-205-4373093	B05-14597-A	Target	30.706	9.879		0.000	1.000	false	0/1	false				
104	Analyzed	hsa-miR-208-4373091	B05-14597-A	Target	40.000	19.174				false	0/1	false				
105	Analyzed	hsa-miR-208b-4395401	B05-14597-A	Target	40.000	19.174				false	0/1	false				
106	Analyzed	hsa-miR-20a-4373286	B05-14597-A	Target	25.089	4.263		0.000	1.000	false	0/1	false				
107	Analyzed	hsa-miR-20b-4373263	B05-14597-A	Target	30.156	9.330		0.000	1.000	false	0/1	false				
108	Analyzed	hsa-miR-21-4373090	B05-14597-A	Target	21.991	1.165		0.000	1.000	false	0/1	false				
109	Analyzed	hsa-miR-210-4373089	B05-14597-A	Target	27.675	6.848		0.000	1.000	false	0/1	false				
110	Analyzed	hsa-miR-211-4373088	B05-14597-A	Target	37.941	17.115		0.000	1.000	false	0/1	false				
111	Analyzed	hsa-miR-212-4373087	B05-14597-A	Target	30.832	10.005		0.000	1.000	false	0/1	false				
112	Analyzed	hsa-miR-214-4395417	B05-14597-A	Target	26.129	5.303		0.000	1.000	false	0/1	false				
113	Analyzed	hsa-miR-215-4373084	B05-14597-A	Target	36.917	16.091		0.000	1.000	false	0/1	false				
114	Analyzed	hsa-miR-216a-4395331	B05-14597-A	Target	40.000	19.174				false	0/1	false				
115	Analyzed	hsa-miR-216b-4395437	B05-14597-A	Target	40.000	19.174				false	0/1	false				
116	Analyzed	hsa-miR-217-4395448	B05-14597-A	Target	40.000	19.174				false	0/1	false				
117	Analyzed	hsa-miR-218-4373081	B05-14597-A	Target	29.302	8.475		0.000	1.000	false	0/1	false				
118	Analyzed	hsa-miR-219-1-3p-4395206	B05-14597-A	Target	40.000	19.174				false	0/1	false				
119	Analyzed	hsa-miR-219-2-3p-4395501	B05-14597-A	Target	40.000	19.174				false	0/1	false				
120	Analyzed	hsa-miR-219-5p-4373080	B05-14597-A	Target	40.000	19.174				false	0/1	false				
121	Analyzed	hsa-miR-22-4373079	B05-14597-A	Target	29.974	9.148		0.000	1.000	false	0/1	false				
122	Analyzed	hsa-miR-220-4373078	B05-14597-A	Target	40.000	19.174				false	0/1	false				
123	Analyzed	hsa-miR-220b-4395317	B05-14597-A	Target	40.000	19.174				false	0/1	false				
124	Analyzed	hsa-miR-220c-4395322	B05-14597-A	Target	40.000	19.174				false	0/1	false				
125	Analyzed	hsa-miR-221-4373077	B05-14597-A	Target	29.503	8.677		0.000	1.000	false	0/1	false				
126	Analyzed	hsa-miR-222-4395387	B05-14597-A	Target	23.108	2.282		0.000	1.000	false	0/1	false				
127	Analyzed	hsa-miR-223-4395406	B05-14597-A	Target	22.416	1.589		0.000	1.000	false	0/1	false				
128	Analyzed	hsa-miR-224-4395210	B05-14597-A	Target	30.085	9.259		0.000	1.000	false	0/1	false				
129	Analyzed	hsa-miR-23a-4373074	B05-14597-A	Target	33.328	12.502		0.000	1.000	false	0/1	false				
130	Analyzed	hsa-miR-23b-4373073	B05-14597-A	Target	29.885	9.059		0.000	1.000	false	0/1	false				
131	Analyzed	hsa-miR-24-4373072	B05-14597-A	Target	21.881	1.055		0.000	1.000	false	0/1	false				
132	Analyzed	hsa-miR-25-4373071	B05-14597-A	Target	27.868	7.041		0.000	1.000	false	0/1	false				
133	Analyzed	hsa-miR-26a-4395166	B05-14597-A	Target	23.846	3.020		0.000	1.000	false	0/1	false				
134	Analyzed	hsa-miR-26b-4395167	B05-14597-A	Target	25.710	4.884		0.000	1.000	false	0/1	false				
135	Analyzed	hsa-miR-27a-4373287	B05-14597-A	Target	25.578	4.752		0.000	1.000	false	0/1	false				
136	Analyzed	hsa-miR-27b-4373068	B05-14597-A	Target	26.939	6.113		0.000	1.000	false	0/1	false				
137	Analyzed	hsa-miR-28-3p-4395557	B05-14597-A	Target	26.815	5.989		0.000	1.000	false	0/1	false				
138	Analyzed	hsa-miR-28-5p-4373067	B05-14597-A	Target	27.833	7.007		0.000	1.000	false	0/1	false				
139	Analyzed	hsa-miR-296-3p-4395212	B05-14597-A	Target	40.000	19.174				false	0/1	false				
140	Analyzed	hsa-miR-296-5p-4373066	B05-14597-A	Target	33.694	12.867		0.000	1.000	false	0/1	false				
141	Analyzed	hsa-miR-298-4395301	B05-14597-A	Target	40.000	19.174				false	0/1	false				
142	Analyzed	hsa-miR-299-3p-4373189	B05-14597-A	Target	40.000	19.174				false	0/1	false				
143	Analyzed	hsa-miR-299-5p-4373188	B05-14597-A	Target	34.681	13.855		0.000	1.000	false	0/1	false				
144	Analyzed	hsa-miR-29a-4395223	B05-14597-A	Target	23.303	2.477		0.000	1.000	false	0/1	false				
145	Analyzed	hsa-miR-29b-4373288	B05-14597-A	Target	29.732	8.905		0.000	1.000	false	0/1	false				
146	Analyzed	hsa-miR-29c-4395171	B05-14597-A	Target	26.869	6.042		0.000	1.000	false	0/1	false				
147	Analyzed	hsa-miR-301a-4373064	B05-14597-A	Target	31.144	10.318		0.000	1.000	false	0/1	false				
148	Analyzed	hsa-miR-301b-4395503	B05-14597-A	Target	35.284	14.458		0.000	1.000	false	0/1	false				
149	Analyzed	hsa-miR-302a-4378070	B05-14597-A	Target	40.000	19.174				false	0/1	false				
150	Analyzed	hsa-miR-302b-4378071	B05-14597-A	Target	40.000	19.174				false	0/1	false				
151	Analyzed	hsa-miR-302c-4378072	B05-14597-A	Target	40.000	19.174				false	0/1	false				
152	Analyzed	hsa-miR-30b-4373290	B05-14597-A	Target	24.952	4.126		0.000	1.000	false	0/1	false				
153	Analyzed	hsa-miR-30c-4373060	B05-14597-A	Target	24.880	4.054		0.000	1.000	false	0/1	false				
154	Analyzed	hsa-miR-31-4395390	B05-14597-A	Target	28.495	7.669		0.000	1.000	false	0/1	false				
155	Analyzed	hsa-miR-32-4395220	B05-14597-A	Target	35.743	14.917		0.000	1.000	false	0/1	false				
156	Analyzed	hsa-miR-320-4395388	B05-14597-A	Target	24.895	4.068		0.000	1.000	false	0/1	false				
157	Analyzed	hsa-miR-323-3p-4395338	B05-14597-A	Target	32.427	11.601		0.000	1.000	false	0/1	false				
158	Analyzed	hsa-miR-324-3p-4395272	B05-14597-A	Target	30.181	9.354		0.000	1.000	false	0/1	false				
159	Analyzed	hsa-miR-324-5p-4373052	B05-14597-A	Target	29.499	8.673		0.000	1.000	false	0/1	false				
160	Analyzed	hsa-miR-325-4373051	B05-14597-A	Target	40.000	19.174				false	0/1	false				
161	Analyzed	hsa-miR-326-4373050	B05-14597-A	Target	40.000	19.174				false	0/1	false				
162	Analyzed	hsa-miR-328-4373049	B05-14597-A	Target	30.138	9.312		0.000	1.000	false	0/1	false				
163	Analyzed	hsa-miR-329-4373191	B05-14597-A	Target	38.103	17.277		0.000	1.000	false	0/1	false				
164	Analyzed	hsa-miR-330-3p-4373047	B05-14597-A	Target	35.851	15.025		0.000	1.000	false	0/1	false				
165	Analyzed	hsa-miR-330-5p-4395341	B05-14597-A	Target	40.000	19.174				false	0/1	false				
166	Analyzed	hsa-miR-331-3p-4373046	B05-14597-A	Target	25.710	4.884		0.000	1.000	false	0/1	false				
167	Analyzed	hsa-miR-331-5p-4395344	B05-14597-A	Target	32.481	11.655		0.000	1.000	false	0/1	false				
168	Analyzed	hsa-miR-335-4373045	B05-14597-A	Target	31.070	10.244		0.000	1.000	false	0/1	false				
169	Analyzed	hsa-miR-337-5p-4395267	B05-14597-A	Target	34.075	13.249		0.000	1.000	false	0/1	false				
170	Analyzed	hsa-miR-338-3p-4395363	B05-14597-A	Target	33.968	13.142		0.000	1.000	false	0/1	false				
171	Analyzed	hsa-miR-339-3p-4395295	B05-14597-A	Target	30.630	9.804		0.000	1.000	false	0/1	false				
172	Analyzed	hsa-miR-339-5p-4395368	B05-14597-A	Target	31.353	10.526		0.000	1.000	false	0/1	false				
173	Analyzed	hsa-miR-33b-4395196	B05-14597-A	Target	35.017	14.191		0.000	1.000	false	0/1	false				
174	Analyzed	hsa-miR-340-4395369	B05-14597-A	Target	29.114	8.288		0.000	1.000	false	0/1	false				
175	Analyzed	hsa-miR-342-3p-4395371	B05-14597-A	Target	25.113	4.287		0.000	1.000	false	0/1	false				
176	Analyzed	hsa-miR-342-5p-4395258	B05-14597-A	Target	36.991	16.165		0.000	1.000	false	0/1	false				
177	Analyzed	hsa-miR-345-4395297	B05-14597-A	Target	27.985	7.158		0.000	1.000	false	0/1	false				
178	Analyzed	hsa-miR-346-4373038	B05-14597-A	Target	40.000	19.174				false	0/1	false				
179	Analyzed	hsa-miR-34a-4395168	B05-14597-A	Target	25.928	5.102		0.000	1.000	false	0/1	false				
180	Analyzed	hsa-miR-34c-5p-4373036	B05-14597-A	Target	36.881	16.054		0.000	1.000	false	0/1	false				
181	Analyzed	hsa-miR-361-5p-4373035	B05-14597-A	Target	32.088	11.262		0.000	1.000	false	0/1	false				
182	Analyzed	hsa-miR-362-3p-4395228	B05-14597-A	Target	34.376	13.549		0.000	1.000	false	0/1	false				
183	Analyzed	hsa-miR-362-5p-4378092	B05-14597-A	Target	31.281	10.455		0.000	1.000	false	0/1	false				
184	Analyzed	hsa-miR-363-4378090	B05-14597-A	Target	35.134	14.307		0.000	1.000	false	0/1	false				
185	Analyzed	hsa-miR-365-4373194	B05-14597-A	Target	28.625	7.799		0.000	1.000	false	0/1	false				
186	Analyzed	hsa-miR-367-4373034	B05-14597-A	Target	40.000	19.174				false	0/1	false				
187	Analyzed	hsa-miR-369-3p-4373032	B05-14597-A	Target	40.000	19.174				false	0/1	false				
188	Analyzed	hsa-miR-369-5p-4373195	B05-14597-A	Target	36.406	15.579		0.000	1.000	false	0/1	false				
189	Analyzed	hsa-miR-370-4395386	B05-14597-A	Target	40.000	19.174				false	0/1	false				
190	Analyzed	hsa-miR-371-3p-4395235	B05-14597-A	Target	40.000	19.174				false	0/1	false				
191	Analyzed	hsa-miR-372-4373029	B05-14597-A	Target	40.000	19.174				false	0/1	false				
192	Analyzed	hsa-miR-373-4378073	B05-14597-A	Target	40.000	19.174				false	0/1	false				
193	Analyzed	hsa-miR-374a-4373028	B05-14597-A	Target	28.781	7.954		0.000	1.000	false	0/1	false				
194	Analyzed	hsa-miR-374b-4381045	B05-14597-A	Target	26.009	5.183		0.000	1.000	false	0/1	false				
195	Analyzed	hsa-miR-375-4373027	B05-14597-A	Target	24.581	3.755		0.000	1.000	false	0/1	false				
196	Analyzed	hsa-miR-376a-4373026	B05-14597-A	Target	32.607	11.781		0.000	1.000	false	0/1	false				
197	Analyzed	hsa-miR-376b-4373196	B05-14597-A	Target	40.000	19.174				false	0/1	false				
198	Analyzed	hsa-miR-376c-4395233	B05-14597-A	Target	29.922	9.096		0.000	1.000	false	0/1	false				
199	Analyzed	hsa-miR-377-4373025	B05-14597-A	Target	40.000	19.174				false	0/1	false				
200	Analyzed	hsa-miR-379-4373349	B05-14597-A	Target	31.676	10.849		0.000	1.000	false	0/1	false				
201	Analyzed	hsa-miR-380-4373022	B05-14597-A	Target	40.000	19.174				false	0/1	false				
202	Analyzed	hsa-miR-381-4373020	B05-14597-A	Target	35.019	14.193		0.000	1.000	false	0/1	false				
203	Analyzed	hsa-miR-382-4373019	B05-14597-A	Target	35.387	14.561		0.000	1.000	false	0/1	false				
204	Analyzed	hsa-miR-383-4373018	B05-14597-A	Target	38.269	17.442		0.000	1.000	false	0/1	false				
205	Analyzed	hsa-miR-384-4373017	B05-14597-A	Target	40.000	19.174				false	0/1	false				
206	Analyzed	hsa-miR-409-5p-4395442	B05-14597-A	Target	40.000	19.174				false	0/1	false				
207	Analyzed	hsa-miR-410-4378093	B05-14597-A	Target	33.090	12.264		0.000	1.000	false	0/1	false				
208	Analyzed	hsa-miR-411-4381013	B05-14597-A	Target	31.234	10.408		0.000	1.000	false	0/1	false				
209	Analyzed	hsa-miR-412-4373199	B05-14597-A	Target	40.000	19.174				false	0/1	false				
210	Analyzed	hsa-miR-422a-4395408	B05-14597-A	Target	31.295	10.469		0.000	1.000	false	0/1	false				
211	Analyzed	hsa-miR-423-5p-4395451	B05-14597-A	Target	34.601	13.774		0.000	1.000	false	0/1	false				
212	Analyzed	hsa-miR-424-4373201	B05-14597-A	Target	34.506	13.679		0.000	1.000	false	0/1	false				
213	Analyzed	hsa-miR-425-4380926	B05-14597-A	Target	28.593	7.767		0.000	1.000	false	0/1	false				
214	Analyzed	hsa-miR-429-4373203	B05-14597-A	Target	28.025	7.199		0.000	1.000	false	0/1	false				
215	Analyzed	hsa-miR-431-4395173	B05-14597-A	Target	40.000	19.174				false	0/1	false				
216	Analyzed	hsa-miR-433-4373205	B05-14597-A	Target	37.375	16.549		0.000	1.000	false	0/1	false				
