SDS 2.3 RQ Results	1.2
Filename	106A.sdm
Assay Type	RQ Study
EmbeddedFile	B04-28907-A
Run DateTime	Sun Apr 26 16:23:48 GMT 2009
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
1	Analyzed	MammU6-4395470	B04-28907-A	Endogenous Control	24.747					false	0/4	false				
2	Analyzed	RNU44-4373384	B04-28907-A	Target	26.781	2.034		0.000	1.000	false	0/1	false				
3	Analyzed	RNU48-4373383	B04-28907-A	Target	24.115	-0.632		0.000	1.000	false	0/1	false				
4	Analyzed	ath-miR159a-4373390	B04-28907-A	Target	40.000	15.253				false	0/1	false				
5	Analyzed	has-miR-155-4395459	B04-28907-A	Target	40.000	15.253				false	0/1	false				
6	Analyzed	hsa-let-7a-4373169	B04-28907-A	Target	29.426	4.679		0.000	1.000	false	0/1	false				
7	Analyzed	hsa-let-7b-4395446	B04-28907-A	Target	24.857	0.110		0.000	1.000	false	0/1	false				
8	Analyzed	hsa-let-7c-4373167	B04-28907-A	Target	28.781	4.034		0.000	1.000	false	0/1	false				
9	Analyzed	hsa-let-7d-4395394	B04-28907-A	Target	29.532	4.785		0.000	1.000	false	0/1	false				
10	Analyzed	hsa-let-7e-4395517	B04-28907-A	Target	27.230	2.483		0.000	1.000	false	0/1	false				
11	Analyzed	hsa-let-7f-4373164	B04-28907-A	Target	37.730	12.983		0.000	1.000	false	0/1	false				
12	Analyzed	hsa-let-7g-4395393	B04-28907-A	Target	29.061	4.314		0.000	1.000	false	0/1	false				
13	Analyzed	hsa-miR-1-4395333	B04-28907-A	Target	37.207	12.460		0.000	1.000	false	0/1	false				
14	Analyzed	hsa-miR-100-4373160	B04-28907-A	Target	28.968	4.221		0.000	1.000	false	0/1	false				
15	Analyzed	hsa-miR-101-4395364	B04-28907-A	Target	33.382	8.635		0.000	1.000	false	0/1	false				
16	Analyzed	hsa-miR-103-4373158	B04-28907-A	Target	30.500	5.753		0.000	1.000	false	0/1	false				
17	Analyzed	hsa-miR-105-4395278	B04-28907-A	Target	40.000	15.253				false	0/1	false				
18	Analyzed	hsa-miR-106a-4395280	B04-28907-A	Target	27.200	2.453		0.000	1.000	false	0/1	false				
19	Analyzed	hsa-miR-106b-4373155	B04-28907-A	Target	32.376	7.629		0.000	1.000	false	0/1	false				
20	Analyzed	hsa-miR-107-4373154	B04-28907-A	Target	35.850	11.103		0.000	1.000	false	0/1	false				
21	Analyzed	hsa-miR-10a-4373153	B04-28907-A	Target	30.003	5.256		0.000	1.000	false	0/1	false				
22	Analyzed	hsa-miR-10b-4395329	B04-28907-A	Target	30.372	5.625		0.000	1.000	false	0/1	false				
23	Analyzed	hsa-miR-122-4395356	B04-28907-A	Target	40.000	15.253				false	0/1	false				
24	Analyzed	hsa-miR-124-4373295	B04-28907-A	Target	36.191	11.444		0.000	1.000	false	0/1	false				
25	Analyzed	hsa-miR-125a-3p-4395310	B04-28907-A	Target	32.871	8.124		0.000	1.000	false	0/1	false				
26	Analyzed	hsa-miR-125a-5p-4395309	B04-28907-A	Target	29.855	5.108		0.000	1.000	false	0/1	false				
27	Analyzed	hsa-miR-125b-4373148	B04-28907-A	Target	26.228	1.481		0.000	1.000	false	0/1	false				
28	Analyzed	hsa-miR-126-4395339	B04-28907-A	Target	24.195	-0.552		0.000	1.000	false	0/1	false				
