SDS 2.3 RQ Results	1.2
Filename	100A.sdm
Assay Type	RQ Study
EmbeddedFile	B05-10736-A
Run DateTime	Mon Apr 20 12:11:14 GMT 2009
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
1	Analyzed	MammU6-4395470	B05-10736-A	Endogenous Control	21.059					false	0/4	false				
2	Analyzed	RNU44-4373384	B05-10736-A	Target	26.366	5.308		0.000	1.000	false	0/1	false				
3	Analyzed	RNU48-4373383	B05-10736-A	Target	23.931	2.872		0.000	1.000	false	0/1	false				
4	Analyzed	ath-miR159a-4373390	B05-10736-A	Target	40.000	18.941				false	0/1	false				
5	Analyzed	has-miR-155-4395459	B05-10736-A	Target	33.641	12.583		0.000	1.000	false	0/1	false				
6	Analyzed	hsa-let-7a-4373169	B05-10736-A	Target	27.883	6.825		0.000	1.000	false	0/1	false				
7	Analyzed	hsa-let-7b-4395446	B05-10736-A	Target	24.343	3.285		0.000	1.000	false	0/1	false				
8	Analyzed	hsa-let-7c-4373167	B05-10736-A	Target	28.218	7.159		0.000	1.000	false	0/1	false				
9	Analyzed	hsa-let-7d-4395394	B05-10736-A	Target	27.852	6.794		0.000	1.000	false	0/1	false				
10	Analyzed	hsa-let-7e-4395517	B05-10736-A	Target	24.995	3.937		0.000	1.000	false	0/1	false				
11	Analyzed	hsa-let-7f-4373164	B05-10736-A	Target	31.225	10.166		0.000	1.000	false	0/1	false				
12	Analyzed	hsa-let-7g-4395393	B05-10736-A	Target	26.762	5.704		0.000	1.000	false	0/1	false				
13	Analyzed	hsa-miR-1-4395333	B05-10736-A	Target	36.943	15.884		0.000	1.000	false	0/1	false				
14	Analyzed	hsa-miR-100-4373160	B05-10736-A	Target	25.191	4.132		0.000	1.000	false	0/1	false				
15	Analyzed	hsa-miR-101-4395364	B05-10736-A	Target	31.351	10.293		0.000	1.000	false	0/1	false				
16	Analyzed	hsa-miR-103-4373158	B05-10736-A	Target	28.276	7.217		0.000	1.000	false	0/1	false				
17	Analyzed	hsa-miR-105-4395278	B05-10736-A	Target	34.976	13.917		0.000	1.000	false	0/1	false				
18	Analyzed	hsa-miR-106a-4395280	B05-10736-A	Target	24.886	3.827		0.000	1.000	false	0/1	false				
19	Analyzed	hsa-miR-106b-4373155	B05-10736-A	Target	27.991	6.932		0.000	1.000	false	0/1	false				
20	Analyzed	hsa-miR-107-4373154	B05-10736-A	Target	35.023	13.965		0.000	1.000	false	0/1	false				
21	Analyzed	hsa-miR-10a-4373153	B05-10736-A	Target	27.879	6.820		0.000	1.000	false	0/1	false				
22	Analyzed	hsa-miR-10b-4395329	B05-10736-A	Target	34.034	12.976		0.000	1.000	false	0/1	false				
23	Analyzed	hsa-miR-122-4395356	B05-10736-A	Target	38.076	17.017		0.000	1.000	false	0/1	false				
24	Analyzed	hsa-miR-124-4373295	B05-10736-A	Target	31.947	10.889		0.000	1.000	false	0/1	false				
25	Analyzed	hsa-miR-125a-3p-4395310	B05-10736-A	Target	33.932	12.873		0.000	1.000	false	0/1	false				
26	Analyzed	hsa-miR-125a-5p-4395309	B05-10736-A	Target	28.276	7.217		0.000	1.000	false	0/1	false				
27	Analyzed	hsa-miR-125b-4373148	B05-10736-A	Target	25.587	4.528		0.000	1.000	false	0/1	false				
28	Analyzed	hsa-miR-126-4395339	B05-10736-A	Target	21.161	0.102		0.000	1.000	false	0/1	false				
29	Analyzed	hsa-miR-127-3p-4373147	B05-10736-A	Target	29.298	8.240		0.000	1.000	false	0/1	false				
30	Analyzed	hsa-miR-127-5p-4395340	B05-10736-A	Target	40.000	18.941				false	0/1	false				
31	Analyzed	hsa-miR-128-4395327	B05-10736-A	Target	33.058	12.000		0.000	1.000	false	0/1	false				
32	Analyzed	hsa-miR-129-3p-4373297	B05-10736-A	Target	40.000	18.941				false	0/1	false				
33	Analyzed	hsa-miR-129-5p-4373171	B05-10736-A	Target	40.000	18.941				false	0/1	false				
34	Analyzed	hsa-miR-130a-4373145	B05-10736-A	Target	28.902	7.843		0.000	1.000	false	0/1	false				
35	Analyzed	hsa-miR-130b-4373144	B05-10736-A	Target	30.141	9.082		0.000	1.000	false	0/1	false				
36	Analyzed	hsa-miR-132-4373143	B05-10736-A	Target	27.676	6.617		0.000	1.000	false	0/1	false				
37	Analyzed	hsa-miR-133a-4395357	B05-10736-A	Target	30.373	9.314		0.000	1.000	false	0/1	false				
